Headline,Body ID,Stance
fake news mcdonald stop serve overweight customer,2061,unrelated
luke somers kill fail rescue attempt yemen,373,unrelated
isi border crisis dhs chief say terrorist enter u mexico,742,discuss
saddam hussein pilot train islamic state group,295,unrelated
court order probe complaint force castration religious dera sect,1212,unrelated
chinese state medium warn people stop call dumbledore,1789,agree
kim jong un hospital two fracture ankle balloon around num stone go numerous meet people walkabout pr stunt,2042,unrelated
woman detain lebanon al baghdadi wife iraq say,691,unrelated
man know jihadi john identify mohammed emwazi,2501,unrelated
powerful cartoon charlie hebdo attack banksy,1678,unrelated
expert cast doubt bunbury man dylan thomas burrow stomach spider story,1422,unrelated
cheese blame north korean leader kim jong un broken ankle,2441,unrelated
james foley miss american photojournalist reportedly execute isi syria,1251,unrelated
seth rogen play steve wozniak steve job biopic,2410,unrelated
iraq denies lebanon capture abu bakr al baghdadi wife child,205,unrelated
num boston time capsule yield small red book,1273,agree
non le lancement du nouveau star war ne serum pa devanc cet,1921,unrelated
rapper big bank hank sugarhill gang die num,1374,unrelated
ebola virus spread among isi militant report claim jihadist seek cure mosul hospital,2003,discuss
islamic state militant claim behead miss american journalist,1009,unrelated
tropical spider burrow man skin scar,43,unrelated
video show isil behead photojournalist james foley,2109,unrelated
dna test confirm lebanon hold isi leader child,1125,unrelated
epic way quit job,1212,unrelated
congressman least num isi fighter catch try cross u,1764,discuss
amazon open first brick mortar site,703,unrelated
ottawa shoot soldier shoot canada national war memorial,892,unrelated
message jim mom diane foley,1385,unrelated
despite ceasefire announcement new boko haram attack report,125,unrelated
elderly woman arrest kidnap neighbor cat make fur coat,2463,unrelated
daash ebola transfer mosul google translate,1948,unrelated
christian bale exit steve job movie exclusive,137,unrelated
texas plumber truck front line syria war,2045,unrelated
managua explosion meteorite nasa suggests,373,unrelated
nasa raise doubt report nicaraguan meteorite,2155,unrelated
break soldier shot war memorial ottawa,964,unrelated
vogue rat infestation disturb new detail,1435,unrelated
homeless man receive num shock everyone spends,760,agree
isi ebola probably medium report anyway,737,unrelated
magic mushroom find buckingham palace alan titchmarsh,2137,unrelated
rapper identify james foley executioner report,546,discuss
boko haram deny cease fire leader say married kidnap girl,402,unrelated
nationwide turkey recall ebola infect bird usda debunks hoax,1197,unrelated
jordan v isi report say king abdullah ii could personally lead airstrikes pilot death,699,unrelated
hoax alert father neal meet god think woman make like god,1521,agree
macaulay culkin dead facebook twitter death hoax go viral,639,unrelated
bunch people think banksy get arrest hoax,2283,unrelated
isi fighter contract ebola,559,unrelated
miss libyan aircraft spark fear num num style attack north africa,1073,unrelated
isi militant mosul contract ebola iraqi medium source claim,1948,unrelated
cesar millan dead dog whisperer death hoax circulates,2184,unrelated
jihadi john isi fighter name mohammed emwazi west london,1543,unrelated
isi airforce terrorist fighter pilot train captured migs saddam hussein ex air force officer,1804,unrelated
medium report identify londoner islamic state jihadi john,1780,discuss
frisco sick patient claim contact ebola victim,1093,unrelated
al shabab leader order kenya mall massacre believe kill u drone attack somalia,1024,unrelated
break news isi beheads miss american journalist james wright foley warn u cease action iraq,1720,unrelated
detroit police issue statement batmobile safe,280,unrelated
watch u marine get shot head taliban sniper live tell tale,1734,agree
allege audio michael brown shoot cnn hoax,968,unrelated
magic mushroom find buckingham palace ground,2137,unrelated
isi beheads kidnap photojournalist james wright foley horrific video message u,2388,discuss
white house fence jumper overpower secret service officer run much main floor,2068,unrelated
seven high school girl get pregnant five day school trip parent outrage,1221,unrelated
passenger wear hazmat suit dulles airport,2459,unrelated
amazon open first physical store,1948,unrelated
isi militant contract ebola iraqi kurdish medium report,1461,unrelated
fear islamic state could launch ebola attack britain fighter contract virus,527,unrelated
wild misinformation brian williams explain mike seidel liveshot,2419,unrelated
josh paler lin give homeless man num follow see spends,1925,agree
say report suspect ebola case iraq untrue,1289,unrelated
jihadi john name mohammed emwazi london,77,unrelated
batmobile rumor steal batman v superman dawn justice set,2055,unrelated
michael zehaf bibeau shoot nearly dozen time kevin vickers fatally wound,1400,unrelated
kim jong un set open new restaurant scotland,1873,discuss
mcdonald remove big mac apple pie eliminate large size option,2116,unrelated
cnn expert brown audio first think someone try punk cnn,1289,unrelated
bali spider burrow aussie chest,1864,discuss
nigeria say struck cease fire boko haram talk right guy,2356,discuss
nasa confirm earth experience num day total darkness december num,652,unrelated
medium report identify londoner islamic state jihadi john,1427,unrelated
u intel taliban man release gitmo bergdahl deal back militant activity,1398,unrelated
forget tip especially spend num num,1234,unrelated
fence jumper make deeper white house secret service claim,687,unrelated
schoolboy almost kill electric shock claim superpower like magneto,844,unrelated
jihadi john name mohammed emwazi west london,1022,unrelated
kim yo jong charge kim jong un sister replaces north korean dictator illness,706,unrelated
pentagon isi seize material airdropped kurd,2223,unrelated
amazon open first brick mortar site,1948,unrelated
tourist wake find strange red trail stomach discovers spider burrow appendix scar crawl skin holiday bali,1019,unrelated
report isi fighter contract ebola incorrect say iraqi health ministry,1867,unrelated
michael phelps girlfriend reveals bear man never tell swimmer,521,unrelated
james foley behead london rapper turn jihadist believe investigation murder journalist syria,1079,discuss
mexican cartel leader kill self body grave miss student,324,unrelated
terrorism fear rise amid report steal jetliner,1197,discuss
boko haram ceasefire doubt attack report nigeria,1027,agree
earn vice ceo shane smith num num steak dinner,1473,unrelated
man penis cut angry mob attempt rape teenager,1673,agree
isi beheads american journalist james foley video message u,1347,unrelated
macaulay culkin die despite everyone say facebook,1921,unrelated
tiger wood price private island num num million,1954,unrelated
evil straight pit hell american journalist james foley reportedly behead isi,984,unrelated
say report suspect ebola case iraq untrue,2138,agree
jihadi john mohammed emwazi name mask man behind isi beheading,2328,unrelated
jeh johnson shoot duncan hunter assertion enter u via mexico,2132,unrelated
cnn post allege audio michael brown shoot,822,discuss
espn male monday night football panel domestic violence real,2137,agree
vogue anna wintour piss new num world trade center office infest rat,34,unrelated
isi supporter mourn death youngest fighter,300,unrelated
isi seemingly behead american journalist james wright foley,1549,unrelated
baby teletubbies reveals,2081,unrelated
sugarhill gang rapper big bank hank die num,234,unrelated
boko haram denies ceasefire claim nigeria government,1588,agree
wife child islamic state leader baghdadi hold lebanon,1877,disagree
homeland security say terrorist cross u mexico border,2266,discuss
urgent isi leader abu bakr al baghdadi allegedly kill u airstrikes,81,unrelated
